Oficina ZigZag calibration

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127220838,217,239,331,781,427,706,-59,-705,-575,-835
20171127220838,214,244,333,777,432,708,-58,-705,-575,-835
20171127220839,212,242,333,783,434,708,-53,-735,-655,-635
20171127220840,211,245,333,779,436,708,-60,-655,-555,-735
20171127220840,147,256,311,801,495,726,-56,-735,-575,-625
20171127220841,187,209,289,820,440,746,-49,-735,-645,-635
20171127220841,187,208,287,820,439,748,-56,-685,-645,-725
20171127220842,193,208,291,818,434,746,-56,-705,-645,-685
20171127220843,190,205,289,823,436,748,-51,-705,-655,-825
20171127220843,190,205,289,823,436,759,-67,-665,-645,-785
20171127220844,190,211,295,820,439,743,-64,-635,-645,-785
20171127220844,193,212,295,814,436,750,-53,-635,-645,-715
20171127220846,196,194,287,832,427,750,-52,-665,-625,-795
20171127220846,190,181,272,845,427,779,-55,-735,-665,-685
20171127220847,209,144,256,866,394,798,-54,-735,-615,-615
20171127220848,193,157,254,862,414,803,-54,-805,-615,-715
20171127220848,196,155,256,864,412,798,-56,-805,-615,-675
20171127220849,202,150,258,866,405,796,-56,-765,-625,-605
20171127220849,199,156,256,860,408,796,-56,-765,-615,-605
20171127220850,202,150,258,866,405,798,-55,-765,-615,-675
20171127220852,205,148,258,866,401,798,-54,-755,-625,-625
20171127220852,194,139,243,878,408,820,-52,-755,-625,-595
20171127220854,183,119,223,900,414,840,-55,-755,-655,-595
20171127220854,186,116,227,904,412,842,-55,-755,-655,-645
20171127220856,198,109,236,908,401,842,-53,-695,-665,-665
20171127220856,195,113,236,906,405,840,-52,-705,-725,-665
20171127220857,195,112,232,904,403,847,-57,-705,-725,-675
20171127220857,195,112,232,904,403,847,-56,-695,-645,-675
20171127220858,191,107,226,910,405,836,-55,-695,-695,-655
20171127220859,210,84,226,921,377,858,-55,-695,-695,-715
20171127220859,192,75,205,935,394,884,-55,-735,-575,-715
20171127220900,191,78,204,932,394,886,-57,-735,-575,-705
20171127220900,195,76,212,935,394,882,-57,-635,-575,-705
20171127220902,200,70,214,939,388,884,-54,-625,-595,-715
20171127220903,198,72,214,937,390,886,-54,-705,-685,-705
20171127220903,197,74,212,935,390,921,-54,-705,-675,-635
20171127220904,204,79,221,928,384,891,-54,-695,-675,-635
20171127220905,210,88,236,921,384,884,-54,-715,-665,-775
20171127220905,205,98,245,919,397,882,-53,-645,-665,-775
20171127220906,194,103,236,919,408,873,-48,-665,-685,-595
20171127220906,196,102,241,921,408,878,-49,-685,-685,-595
20171127220907,199,94,234,924,401,873,-50,-685,-665,-625
20171127220908,203,114,252,908,403,871,-50,-695,-625,-635
20171127220909,197,115,245,908,408,873,-50,-695,-685,-645
20171127220909,197,103,239,917,405,871,-58,-695,-635,-635
20171127220910,202,95,243,924,401,871,-58,-765,-635,-665
20171127220911,226,97,265,915,379,871,-50,-645,-695,-645
