Oficina test

N1 = (0,0)
N2 = (503,958)
N3 = (584,25)
N4 = (120,936)

Timestamps, x_calculated, y_calculated, d1, d2, d3, d4, rssi1, rssi2, rssi3, rssi4
20171127222840,394,61,421,910,214,919,-62,-865,-595,-73
20171127222841,389,50,419,921,221,915,-62,-795,-715,-73
20171127222841,380,52,397,917,217,915,-64,-795,-715,-68
20171127222842,360,58,372,913,232,906,-64,-655,-715,-67
20171127222843,357,49,366,921,232,910,-64,-805,-595,-73
20171127222843,358,59,371,913,236,908,-65,-805,-545,-73
20171127222844,352,66,364,906,241,908,-65,-695,-545,-69
20171127222845,318,54,337,926,280,895,-62,-695,-575,-69
20171127222845,287,67,322,926,324,884,-59,-675,-555,-63
20171127222846,276,72,322,928,342,884,-62,-725,-665,-66
20171127222846,285,70,326,926,331,884,-62,-725,-665,-66
20171127222847,299,63,324,924,304,882,-62,-695,-615,-73
20171127222848,289,58,302,926,302,875,-62,-625,-615,-67
20171127222848,254,60,274,935,342,875,-62,-665,-605,-70
20171127222849,245,54,263,943,350,875,-59,-715,-685,-70
20171127222850,249,58,269,939,348,873,-57,-735,-625,-72
20171127222851,234,43,252,956,362,873,-66,-735,-665,-63
20171127222852,208,30,227,976,390,864,-52,-705,-665,-68
20171127222853,213,37,232,968,384,866,-65,-715,-685,-68
20171127222853,212,40,227,965,381,864,-53,-715,-685,-65
20171127222854,133,113,226,963,482,862,-63,-715,-725,-63
20171127222854,195,52,212,959,397,858,-51,-715,-725,-71
20171127222855,170,70,197,954,425,866,-56,-755,-675,-65
20171127222856,173,34,195,985,427,864,-59,-725,-675,-65
20171127222857,159,83,192,946,436,860,-59,-745,-675,-65
20171127222857,174,124,221,901,425,845,-59,-705,-695,-65
20171127222858,178,143,239,884,427,810,-59,-705,-595,-65
20171127222859,176,149,239,878,430,801,-58,-735,-715,-67
20171127222859,175,156,241,871,432,801,-58,-735,-715,-65
20171127222900,180,163,252,864,430,798,-55,-725,-715,-78
20171127222900,204,158,263,858,405,790,-66,-725,-815,-73
20171127222902,176,208,280,825,449,752,-61,-685,-725,-69
20171127222902,184,201,282,829,440,750,-59,-685,-595,-69
20171127222904,181,224,298,811,452,739,-65,-705,-735,-73
20171127222904,179,260,335,787,471,711,-65,-655,-615,-71
20171127222905,219,244,342,781,430,700,-71,-635,-555,-67
20171127222905,210,248,337,779,439,695,-70,-635,-565,-69
20171127222907,169,311,371,743,504,651,-59,-745,-545,-71
20171127222908,161,329,386,733,520,643,-61,-745,-565,-71
20171127222908,169,327,390,735,513,640,-68,-705,-555,-66
20171127222909,162,331,386,730,520,636,-68,-715,-555,-65
20171127222910,163,348,412,724,529,625,-70,-715,-515,-63
20171127222910,154,365,412,702,546,594,-61,-605,-725,-66
20171127222911,160,361,410,702,539,590,-61,-605,-535,-65
20171127222911,156,363,405,697,544,581,-73,-715,-675,-63
20171127222912,153,365,403,693,548,590,-68,-665,-545,-64
20171127222913,168,426,491,658,572,548,-66,-655,-555,-68
20171127222914,158,426,482,658,579,537,-78,-655,-555,-76
20171127222914,157,421,465,653,579,537,-78,-675,-585,-61
20171127222915,154,417,452,649,581,530,-65,-675,-585,-67
20171127222916,166,452,513,636,590,515,-64,-675,-565,-71
20171127222916,167,454,484,605,598,491,-64,-675,-575,-65
20171127222917,167,478,520,597,612,487,-75,-635,-595,-67
20171127222917,183,484,546,597,603,487,-71,-635,-615,-67
20171127222918,182,485,535,585,607,484,-71,-705,-565,-62
20171127222919,151,510,529,566,651,467,-64,-615,-545,-66
